village,plot_number,num_local_maxima,peak_gap,entropy,curvature,path_length,score_variance,cause
village_Vadnerbhairav,1330,373,0.005284220561887154,7.618907040593739,1.8993654842075947,4,0.007888934802893396,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,591,357,0.01545761771162446,7.635665228696568,2.4808484103464608,4,0.0037938017592902364,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,393,362,0.021486651216405583,7.637484342891279,2.1011414094428695,4,0.0019669513779047693,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,383,341,0.01895196795638243,7.637452599713274,2.4932862106538036,4,0.0033422776218951606,Poor Optimization (stuck on boundary)
village_Malatavadi,1352/36,336,0.010259617828985657,7.634777352771611,2.120573200174832,4,0.004575550642523671,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,1895,344,0.007419029753689688,7.643711286940965,2.256486625303005,4,0.0004349598530383212,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,28,371,0.009999566833872042,7.625755238988598,1.9522117118885802,4,0.007168218716771415,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2322,375,0.025427381198472154,7.627605394478115,2.2081153050861198,4,0.0038736386357249887,Poor Optimization (stuck on boundary)
village_Malatavadi,315,344,0.016588124556337736,7.634496743025262,2.358765736507133,4,0.005192193815915169,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1359,362,0.004946082001865526,7.632622752544586,1.823839543653268,4,0.004186521585725854,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,1257,339,0.00046482096753819313,7.620536401089241,1.8396746448595673,4,0.007474844434833216,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1899,343,0.019623459582770342,7.635247942915614,1.9964812294194199,4,0.0038290223920126546,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2652,362,0.011135377607655594,7.629524421120336,1.7359310275779705,4,0.006924306400564663,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1939,358,0.01643839238354905,7.610395350740578,1.6718661214128416,4,0.011379598468095277,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1620,355,0.008007234174873978,7.629269167297821,2.0218704563287164,4,0.0018895146321494187,Poor Optimization (stuck on boundary)
village_Malatavadi,841/B,349,0.02112728656075702,7.63584168515467,2.3684000374409937,4,0.003005579148958687,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,113,365,0.008232556438709404,7.635540210849493,1.9974392848213471,4,0.0025739919757973226,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,2579,355,0.0069598601076080735,7.622561954514764,1.8553641832624799,4,0.005196874824273978,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,489,350,0.004662338310684799,7.643077155668982,2.3215849753413345,4,0.00040418611417089145,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1518,352,0.015016760286858277,7.638538367163516,2.4182257408923027,4,0.002526558669892827,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,107/B,344,0.011650351210717225,7.6410432407291555,2.6163882221688297,4,0.0019302728967860595,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,1722,346,0.006437505027538926,7.637508279166873,1.5601656011866771,4,0.0016272970052183548,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,2090/10,363,0.018491079512803266,7.58665913247008,1.8807361341779556,4,0.012709741847414587,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,754,380,0.0009549560825835579,7.629462703346799,1.6193767593945583,4,0.004820169128306766,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,422,350,0.019243109047875406,7.638127927163856,2.482093926520009,4,0.0036090280348869954,Poor Scoring Function (ambiguous multiple peaks)
